Name,State,Sweep ID,Sweep Label,Model,Repeated,Num Repeats,Rep Budget,Direction,OT Multiplier,Eval Loss,Train Loss (last),Train Loss (avg),Global Step,Epoch,Tokens Seen,Unique Tokens,Train Tok/s,Learning Rate,Duration,Finished,Created,W&B Link
mirror_8ehw29xw,finished,cn32q84g,"63M nr=[1,193,2682]",63M,non-repeated,1,10%,bot,0.25,,,,,,,,,,N/A,N/A,2026-04-22T23:01:34Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_8ehw29xw
mirror_tppdlqkb,finished,cn32q84g,"63M nr=[1,193,2682]",63M,repeated,193,10%,bot,0.25,,,,,,,,,,N/A,N/A,2026-04-22T23:01:44Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_tppdlqkb
mirror_iddh00gn,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,51,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:01:52Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_iddh00gn
mirror_12ewsvfy,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,non-repeated,1,10%,top,2,4.505092620849609,4.5114,5.260400222245594,4010,1,1362454126,136245412.6,195168.764,2.6518920345712585e-08,N/A,N/A,2026-04-22T23:02:02Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_12ewsvfy
mirror_x7c8nv7a,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,99,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:02:13Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_x7c8nv7a
mirror_3msy2486,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,193,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:20:22Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_3msy2486
mirror_smdfksnh,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,373,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:20:29Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_smdfksnh
mirror_9brdqcb5,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,719,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:20:40Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_9brdqcb5
mirror_kl0fogbs,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,1388,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:20:47Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_kl0fogbs
mirror_cgyvg4bh,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,2682,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:39:26Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_cgyvg4bh
mirror_ghovnn5p,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,10000,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-22T23:39:36Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_ghovnn5p
mirror_razsmhfo,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,non-repeated,1,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:39:46Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_razsmhfo
mirror_jjas9cx2,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,13,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:39:56Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_jjas9cx2
mirror_akvtpkbo,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,51,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:59:12Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_akvtpkbo
mirror_1t5a7xuw,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,99,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:59:22Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_1t5a7xuw
mirror_dp3vq73o,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,193,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:59:33Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_dp3vq73o
mirror_57xh3e9t,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,373,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-22T23:59:43Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_57xh3e9t
mirror_gjx68aim,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,719,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T00:19:19Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_gjx68aim
mirror_m4ypt126,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,1388,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T00:19:30Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_m4ypt126
mirror_g2sji1q9,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,2682,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T00:19:38Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_g2sji1q9
mirror_13hqfjma,finished,qbxjrwsx,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,10000,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T00:39:28Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_13hqfjma
mirror_k7gifxyx,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,non-repeated,1,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T00:39:39Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_k7gifxyx
mirror_fw6xiodm,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,13,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T00:39:50Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_fw6xiodm
mirror_sl8lj4wf,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,51,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T00:40:00Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_sl8lj4wf
mirror_ygwc6i5c,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,99,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:02:56Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_ygwc6i5c
mirror_e14wrl1r,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,193,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:03:10Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_e14wrl1r
mirror_66x9no9v,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,373,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:03:25Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_66x9no9v
mirror_0xhhtngi,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,719,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:03:38Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_0xhhtngi
mirror_ej8272jj,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,1388,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:03:51Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_ej8272jj
mirror_b9swpg8o,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,2682,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:04:02Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_b9swpg8o
mirror_7qzfrz1d,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,10000,10%,top,8,,,,,,,,,,N/A,N/A,2026-04-23T01:23:35Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_7qzfrz1d
mirror_lgmmapk2,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,non-repeated,1,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:23:46Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_lgmmapk2
mirror_h2cgdqg2,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,13,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:23:56Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_h2cgdqg2
mirror_cqjilz5b,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,13,10%,top,2,4.507381439208984,4.5063,5.257723886552194,4009,1,1362452804,10480406.184615385,195758.486,2.1930169813567403e-08,N/A,N/A,2026-04-23T01:24:08Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_cqjilz5b
mirror_xqn57dy0,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,51,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:24:24Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_xqn57dy0
mirror_yfqqfexw,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,99,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:24:35Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_yfqqfexw
mirror_d2ubhstq,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,193,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:24:45Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_d2ubhstq
mirror_gmduye88,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,373,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:24:55Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_gmduye88
mirror_4z6z1kw7,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,719,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:45:10Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_4z6z1kw7
mirror_zh9y9dq9,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,1388,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:45:20Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_zh9y9dq9
mirror_eaax0m1l,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,2682,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:45:30Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_eaax0m1l
mirror_k1amcnj6,finished,gz0x12tm,"48M nr=[1,13,51,99,193,373,719,1388,2682,10000]",48M,repeated,10000,10%,bot,8,,,,,,,,,,N/A,N/A,2026-04-23T01:45:41Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_k1amcnj6
mirror_z3n28tzr,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,non-repeated,1,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T02:06:14Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_z3n28tzr
mirror_rqkvd0py,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,13,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T02:26:10Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_rqkvd0py
mirror_vnoxt0s4,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,51,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T02:26:20Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_vnoxt0s4
mirror_tkcpqjzj,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,193,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T02:45:50Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_tkcpqjzj
mirror_6c6fv3ys,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,719,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T02:46:01Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_6c6fv3ys
mirror_xs22hc5z,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,2682,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T03:04:46Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_xs22hc5z
mirror_ehjoewtc,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,non-repeated,1,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:04:56Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_ehjoewtc
mirror_vzo47khx,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,13,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:22:44Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_vzo47khx
mirror_adegf3ax,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,51,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:22:54Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_adegf3ax
mirror_hifr3ryg,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,193,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:41:30Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_hifr3ryg
mirror_p9rrfo16,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,51,10%,top,2,4.517403602600098,4.4946,5.254863953376031,4004,1,1362460260,2671490.705882353,196432.006,5.49627745955271e-09,N/A,N/A,2026-04-23T03:41:39Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_p9rrfo16
mirror_thedgpqe,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,719,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:41:53Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_thedgpqe
mirror_fp67fp6v,finished,wovqvx8x,"34M nr=[1,13,51,193,719,2682]",34M,repeated,2682,10%,bot,4,,,,,,,,,,N/A,N/A,2026-04-23T03:59:09Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_fp67fp6v
proud-sweep-5,finished,wpc5vq1v,"34M nr=[99,373,1388]",34M,repeated,373,10%,bot,1,5.002890110015869,4.7002,5.628194678789457,2447,1,681856617,182803.38257372656,48521.037,3.439536394820003e-08,4h 10m,9d 17h ago,2026-04-23T04:18:26Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/pkcecsjv
mirror_oovnjprr,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,193,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T05:07:54Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_oovnjprr
mirror_8ylhdajq,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,719,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T05:08:01Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_8ylhdajq
mirror_0v21brv5,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,2682,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T05:24:33Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_0v21brv5
mirror_2xztacc9,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,non-repeated,1,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:24:41Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_2xztacc9
mirror_1xjcghpp,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,13,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:24:51Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_1xjcghpp
mirror_6sitksn6,finished,vgquhbwq,"63M nr=[1,193,373,719,2682]",63M,non-repeated,1,10%,top,4,3.6983911991119385,3.694,4.244140463143537,9993,1,5029842530,502984253.0,152379.175,1.513890713214298e-08,N/A,N/A,2026-04-23T05:24:58Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_6sitksn6
mirror_khhpyim9,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,51,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:41:41Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_khhpyim9
mirror_e63du266,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,193,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:41:48Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_e63du266
mirror_2t9vdvgv,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,719,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:41:56Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_2t9vdvgv
mirror_3f05lv2a,finished,bvzxxmsy,"34M nr=[1,13,51,193,719,2682]",34M,repeated,2682,10%,bot,2,,,,,,,,,,N/A,N/A,2026-04-23T05:42:05Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_3f05lv2a
mirror_k4vcdzvg,finished,vgquhbwq,"63M nr=[1,193,373,719,2682]",63M,repeated,193,10%,top,4,3.7545864582061768,3.6477,4.20953460941221,9973,1,5029901106,2606166.376165803,152534.628,2.4252070140247795e-08,N/A,N/A,2026-04-23T05:59:37Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_k4vcdzvg
mirror_r0lpd5pa,finished,hnyaz83z,"93M nr=[1,99,193,373,2682]",93M,non-repeated,1,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T05:59:49Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_r0lpd5pa
mirror_34bj4wsr,finished,hnyaz83z,"93M nr=[1,99,193,373,2682]",93M,repeated,99,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T06:17:48Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_34bj4wsr
mirror_2z2chhvl,finished,hnyaz83z,"93M nr=[1,99,193,373,2682]",93M,repeated,193,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T06:35:54Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_2z2chhvl
mirror_4vihf6xy,finished,hnyaz83z,"93M nr=[1,99,193,373,2682]",93M,repeated,373,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T07:29:41Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_4vihf6xy
young-sweep-6,finished,wpc5vq1v,"34M nr=[99,373,1388]",34M,repeated,1388,10%,bot,1,5.000133991241455,4.593,5.5063752970158655,2416,1,681571150,49104.54971181556,48786.291,2.701996003769774e-08,4h 9m,9d 13h ago,2026-04-23T08:32:36Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/goqxgdlz
leafy-sweep-1,finished,0zqtw8nl,"34M nr=[1,193,10000]",34M,non-repeated,1,10%,top,2,4.497251033782959,4.4849,5.243685919773567,4164,1,1362465091,136246509.1,55399.494,5.081984380821391e-09,7h 12m,9d 9h ago,2026-04-23T09:00:36Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/frbkwg2w
mirror_remgpueq,finished,hnyaz83z,"93M nr=[1,99,193,373,2682]",93M,repeated,2682,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T09:22:11Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_remgpueq
mirror_y4qn9qly,finished,rph6et2x,"153M nr=[1,99,193,373,2682]",153M,non-repeated,1,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T09:22:20Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_y4qn9qly
mirror_33cdqrrl,finished,i352egi4,"344M nr=[373,719,2682]",344M,repeated,2682,10%,top,1,2.961585760116577,2.6522,3.153414334598474,12411,1,6881308470,256573.76845637584,188963.406,4.080525922222092e-09,N/A,N/A,2026-04-23T09:22:29Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_33cdqrrl
mirror_i5pyrm8o,finished,rph6et2x,"153M nr=[1,99,193,373,2682]",153M,repeated,99,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T09:39:22Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_i5pyrm8o
mirror_3mqtmw9m,finished,rph6et2x,"153M nr=[1,99,193,373,2682]",153M,repeated,193,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T10:13:25Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_3mqtmw9m
mirror_eqfsruub,finished,rph6et2x,"153M nr=[1,99,193,373,2682]",153M,repeated,373,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T10:30:36Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_eqfsruub
mirror_w8sp16lq,finished,rph6et2x,"153M nr=[1,99,193,373,2682]",153M,repeated,2682,10%,top,4,,,,,,,,,,N/A,N/A,2026-04-23T11:04:15Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_w8sp16lq
mirror_6s0ba475,finished,j94g8o8h,"153M nr=[1,99,193,373,2682]",153M,non-repeated,1,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T11:04:24Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_6s0ba475
mirror_qahe1uy1,finished,j94g8o8h,"153M nr=[1,99,193,373,2682]",153M,repeated,99,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T11:21:14Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_qahe1uy1
mirror_xb27zbrg,finished,j94g8o8h,"153M nr=[1,99,193,373,2682]",153M,repeated,193,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T11:38:22Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_xb27zbrg
mirror_1jk9om82,finished,j94g8o8h,"153M nr=[1,99,193,373,2682]",153M,repeated,373,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T11:55:49Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_1jk9om82
mirror_lr7jfdqr,finished,j94g8o8h,"153M nr=[1,99,193,373,2682]",153M,repeated,2682,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T12:12:55Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_lr7jfdqr
mirror_p0r77k7e,finished,j1q4kue3,"48M nr=[1,99,193,373,2682]",48M,non-repeated,1,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T12:30:18Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_p0r77k7e
mirror_k9xwlckd,finished,j1q4kue3,"48M nr=[1,99,193,373,2682]",48M,repeated,99,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T12:47:37Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_k9xwlckd
mirror_ewj3ldqj,finished,j1q4kue3,"48M nr=[1,99,193,373,2682]",48M,repeated,193,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T12:47:46Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_ewj3ldqj
clean-sweep-1,finished,bhazk7z5,"63M nr=[1,13,51,193,373,719,2682,10000]",63M,non-repeated,1,10%,top,4,3.6949846744537354,3.6895,4.233799391593393,10519,1,5029869121,502986912.1,65190.597,1.513796028910222e-08,22h 2m,8d 14h ago,2026-04-23T12:50:49Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/ckd66bky
mirror_945cnxs5,finished,j1q4kue3,"48M nr=[1,99,193,373,2682]",48M,repeated,373,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:05:05Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_945cnxs5
mirror_zcqohsrp,finished,j1q4kue3,"48M nr=[1,99,193,373,2682]",48M,repeated,2682,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:05:12Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_zcqohsrp
mirror_so58okil,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,99,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:05:19Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_so58okil
mirror_9x565u01,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,193,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:23:06Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_9x565u01
mirror_35qhuctd,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,373,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:23:15Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_35qhuctd
mirror_8amke5eh,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,719,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:23:24Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_8amke5eh
mirror_9vujf3sv,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,1388,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:23:32Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_9vujf3sv
mirror_8nkj1nvz,finished,sjek9gmr,"34M nr=[99,193,373,719,1388,2682]",34M,repeated,2682,10%,top,2,,,,,,,,,,N/A,N/A,2026-04-23T13:23:42Z,https://wandb.ai/jchud-stanford-university/hernandez-replication/runs/mirror_8nkj1nvz
